0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,koi_disposition
0.0,0.0,1.0,1.0,0.0018246412262563833,0.00014782527490006872,0.9998521747250999,0.008878226229956529,0.018789918228978193,0.9812100817710219,0.0014185663551772713,0.0037175590367079727,0.9961897148947508,0.023740180526547812,0.031039603960396043,0.9689603960396039,7.259669422291857e-05,4.96654657745754e-05,0.9999503345342254,3.4440449019600213e-06,2.77264325323475e-06,0.9999988338947914,0.07073756432247,3.425605225096787e-05,3.0380417987387074e-05,0.9999803018959181,0.0007733012229206482,0.0,0.17083490744238758,0.2924901185770751,0.9145989613387189,0.8384427308632687,0.05706521739130435,0.94240317775571,0.004390711861071482,0.0029366382957543174,0.9988451292011706,0.20391151391193496,0.38030305955023636,0.7336035067405506,2
0.0,0.0,0.0,0.0,0.008268354709948817,0.00032384570663749896,0.9996761542933624,0.009918444701632279,0.008227366569576722,0.9917726334304233,0.006696029998214393,0.00010521393500116903,0.9861710631494804,0.031733069312654925,0.00599009900990099,0.994009900990099,0.00016919765731311136,3.628409675759135e-05,0.9999637159032424,7.986191077008744e-06,2.5878003696857672e-05,0.9999970199533558,0.05584905660377359,1.4553021824500562e-05,4.0158881762197164e-05,0.9999902589830689,0.002110007622540626,0.0,0.2494144314318096,0.3162055335968379,0.887478361223312,0.8245251081436901,0.04755434782608696,0.791459781529295,0.005651350420622817,0.015927529739684435,0.9982020761427315,0.4357452292921735,0.30330714538493675,0.6331982466297246,1
0.0,0.0,0.0,0.0,0.009265746647139304,0.0006255039103034573,0.9993744960896965,0.009355416181686838,0.013201080578912191,0.9867989194210879,0.004454099954367796,0.005985503857844283,0.9932054356514788,0.02146372485961857,0.010891089108910892,0.9891089108910891,2.8545617031353145e-05,1.3124034997426659e-05,0.9999868759650026,3.044735348109584e-06,6.0073937153419595e-06,0.999999352163773,0.05317324185248714,1.2198158011824034e-05,1.66955450200956e-05,0.9999952250267142,0.0009500557881596534,0.0,0.2404231205137892,0.20553359683794464,0.9267166762839006,0.82264434831672,0.027173913043478264,0.8808341608738828,0.005995719978353914,0.008809914887262953,0.9990682292418536,0.37150189254999333,0.3860964514364764,0.4865602514266809,0
0.0,0.0,0.0,0.0,0.002642091750164598,0.00021351405920787785,0.9997864859407921,0.010084626098624011,0.01773542055915442,0.9822645794408457,0.006448028887169415,0.003659106850596212,0.9887023714361843,0.022020191800423496,0.01485148514851485,0.9851485148514851,5.047384102361987e-05,2.0329387545033453e-05,0.999979670612455,4.442318786586114e-06,7.855822550831792e-06,0.9999992225965276,0.08706689536878218,7.387403257812316e-05,9.25373874669051e-05,0.9999771608420627,0.0011709989947084102,0.0,0.26263694748772193,0.15810276679841895,0.9503750721292555,0.8220801203686289,0.019021739130434784,0.8957298907646475,0.006112559649726964,0.008710367826389924,0.9991863410280974,0.6208510712253741,0.6442909629057687,0.6496567694979736,0
0.0,1.0,0.0,0.0,0.008241185261871276,7.448342834280609e-05,0.9999255165716572,0.04550124211307707,0.0019706803952889962,0.9980293196047111,0.00970180346407952,0.057131166705634784,0.9990407673860912,0.013765691283704192,0.002792079207920792,0.9972079207920792,0.0013713573927471427,0.00012686567164179105,0.9998731343283582,3.0447353481095836e-05,7.024029574861367e-05,0.9999893754858772,0.05276157804459691,1.1882105692512133e-05,2.6487831898913057e-05,0.999992133972579,0.005291589796842721,0.0,0.24707215715904798,0.34980237154150196,0.887478361223312,0.8335527553131465,0.06182065217391304,0.8321747765640516,0.004655138485757859,0.01045244139166791,0.9985170409060486,0.7398845992715177,0.21495801563555617,0.7092051939459101,2
0.0,0.0,1.0,1.0,0.00254949029511549,7.448342834280609e-05,0.9999255165716572,0.03803190349764157,0.005415372783379992,0.9945846272166201,0.0001388806221851874,0.003904606032265607,0.999626965094591,0.0379192472519928,0.005594059405940595,0.9944059405940594,0.0003773860324349574,3.628409675759135e-05,0.9999637159032424,7.586881523158306e-06,4.621072088724584e-06,0.999998056491319,0.05667238421955403,1.5385171139220623e-05,1.2039923590415025e-05,0.9999918839739776,0.005070646590293965,0.0,0.15156781261805816,0.27667984189723316,0.9111367570686669,0.8521722776001505,0.03260869565217391,0.9721946375372393,0.0038249618733703942,0.002090488278333582,0.9991732174962926,0.36098081472036014,0.14481929028729512,0.7334380944504177,2
0.0,0.0,0.0,0.0,0.009538674688649993,0.00011466200515243692,0.9998853379948476,0.023725413822718713,0.0024627793078734247,0.9975372206921266,0.006586909509354603,0.002735562310030395,0.9884359179323208,0.015432201368764139,0.002524752475247525,0.9974752475247525,0.0006897659097212424,7.565620174987133e-05,0.9999243437982501,9.633342986641798e-06,6.469500924214418e-06,0.9999990930292822,0.030737564322469983,1.8387668172683672e-06,1.28831329348643e-06,0.9999995214312488,0.004164779443444062,0.0,0.13615413675859464,0.17391304347826086,0.9492210040392383,0.8707917998871543,0.008831521739130434,0.9602780536246276,0.0030870271068037585,0.0020407147478970684,0.9997506528957073,0.14560972307849696,0.781553775375607,0.6981225705069884,1
0.0,0.0,1.0,1.0,0.0015233390748926445,7.12946524055338e-05,0.9999287053475945,0.0089608398420543,0.009422463928710333,0.9905775360712897,0.005098902843084737,0.004921674070610241,0.9920863309352518,0.03124887080572077,0.006435643564356436,0.9935643564356436,1.6089347781308134e-05,3.860010293360782e-06,0.9999961399897066,9.23403343279136e-06,1.6173752310536044e-05,0.9999866545737237,0.22298456260720412,0.0026936454090446074,0.004274452101298283,0.9958158930514412,0.0024303752720363234,0.0,0.39727993955421226,0.43478260869565216,0.8090017311021349,0.6800827534323867,0.33491847826086957,0.913604766633565,0.0206068283563733,0.02906774177492409,0.9770075722778514,0.4755464063503343,0.08030556896052499,0.4554627408816474,2
1.0,0.0,0.0,0.0,0.018241502829776476,0.0008366008773508827,0.9991633991226491,0.011369260739890474,0.010266062064569354,0.9897339379354307,0.0015475269329206596,0.002151040448912789,0.9958433253397282,0.03739891452812326,0.0069801980198019795,0.993019801980198,0.00021182145365310911,5.790015440041173e-05,0.9999420998455996,1.642160540209923e-05,4.8059149722735676e-05,0.9999865250064783,0.0632590051457976,2.2782256924734403e-05,6.125017385663488e-05,0.9999741072877176,0.0015466024458412966,0.0,0.3075179448432187,0.3735177865612648,0.8505481823427581,0.7515516268572503,0.15692934782608697,0.8331678252234359,0.010866089437693708,0.028022497635757298,0.9926114515938529,0.8958452627708251,0.435675127883409,0.23505086427921595,2
0.0,0.0,0.0,0.0,0.03274907952735703,0.001433539732808255,0.9985664602671918,0.024717191382439205,0.008578865792851316,0.9914211342071487,0.00650754915382021,0.0031564180500350714,0.9884625632827072,0.04190846480165929,0.006336633663366337,0.9936633663366337,5.981604296115363e-05,9.264024704065878e-06,0.999990735975296,6.838176109688737e-06,4.621072088724584e-06,0.9999989634620368,0.039656946826758147,4.338868545466838e-06,2.5462157581566567e-06,0.9999987125072031,0.0028943560057887122,0.2857142857142857,0.23626747261050243,0.1541501976284585,0.9549913444893248,0.766409629490314,0.022418478260869568,0.9731876861966237,0.008394007969695479,0.004678711861032302,0.9989632409874145,0.5273303794064201,0.34175774539137116,0.3492680506161606,1
0.0,0.0,0.0,0.0,0.016758724981857966,8.596302171698631e-05,0.999914036978283,0.04828346205299164,0.0010321774691458376,0.9989678225308543,0.006348828442751424,3.507131166705635e-05,0.9876632027711164,0.026229828073395824,0.0017277227722772277,0.9982722772277228,0.0010311455388552883,2.8049408131755017e-05,0.9999719505918683,1.4474971327078349e-05,1.0628465804066543e-05,0.9999984451930551,0.03149228130360206,1.9949660849051735e-06,1.4818367495895417e-06,0.9999994053604696,0.017089957026546327,0.0,0.19002644503211183,0.20158102766798416,0.9411425274091171,0.8585668610118488,0.010869565217391304,0.9404170804369414,0.003868008068086781,0.0026877706435717483,0.9995931705140487,0.32058095522093133,0.3416811762056424,0.6050781573070878,1
0.0,0.0,0.0,0.0,0.0006787905090151407,4.317602619066677e-06,0.9999956823973809,0.009323796818360167,0.001062054903124178,0.9989379450968758,0.0002579211554867766,0.003378536357259761,0.9993072208899547,0.007377884413866868,0.000891089108910891,0.9991089108910891,0.00028707808037213106,2.444673185795162e-05,0.999975553268142,5.0412831173617694e-06,3.234750462107209e-06,0.9999992225965276,0.06600343053173242,2.670276719781728e-05,1.5658812219543214e-05,0.9999905143387832,0.0054020614001171,0.42857142857142855,0.10426898375519453,0.14229249011857706,0.9492210040392383,0.8745533195410946,0.016304347826086956,0.9731876861966237,0.0028164510257293256,0.0015429794435319296,0.9995931705140487,0.7435050501539457,0.21233072740726433,0.6475891158713092,1
0.0,1.0,0.0,0.0,0.07315268943659838,2.945791210852139e-05,0.9999705420878915,0.017329702744996983,5.764587261703299e-05,0.999942354127383,0.008213796797809654,0.0001636661211129296,0.9997069011457501,0.03243833695879977,0.00011386138613861387,0.9998861386138614,0.050666199556569785,0.00011013896037056098,0.9998898610396294,0.0001728012094287767,0.00047689463955637705,0.9999428608447785,0.02373927958833619,7.910442442893224e-07,2.084524084310661e-06,0.9999994964313887,0.26314335899956914,0.0,0.24760105780128447,0.3162055335968379,0.8972879399884592,0.8237728042129019,0.06657608695652174,0.8053624627606752,0.005386923795936439,0.014533870887462046,0.9983595585243901,0.700892946981158,0.23556548595695403,0.5877098668431064,2
0.0,0.0,0.0,0.0,0.008594262714881559,0.001784305085908207,0.9982156949140918,0.013228292611084852,0.03935262279054179,0.9606473772094583,0.00047616213320635683,0.004909983633387889,0.9987210231814548,0.04937379402050978,0.02787128712871287,0.9721287128712871,0.00013130983834422444,6.587750900669068e-05,0.9999341224909933,5.490506365443511e-06,1.709796672828096e-05,0.9999983156258098,0.051252144082332765,1.0706500678193013e-05,2.7742969742781806e-05,0.9999941571755456,0.0007512069022657727,0.0,0.24986777483944086,0.3181818181818182,0.8967109059434506,0.8438969343614819,0.024456521739130432,0.7974180734856008,0.004747380331578689,0.012791797322184061,0.9988713762647804,0.28656673685597056,0.8751155293890549,0.7305433793730873,0
